aspect_ratio,width,height,eye_spacing,label
1.246480096807784,0.33478784043759124,0.2685865913904102,0.08630893665154588,heart
0.9470291873452554,0.32693910586115404,0.34522600805751397,0.08178290254012599,heart
1.3117640737402565,0.3696656966421934,0.2818080659795469,0.09122866668136502,heart
1.2280299766094225,0.44131071060667304,0.3593647704147477,0.11462969807010255,heart
1.3268046698967477,0.38052141135139406,0.2867953512561923,0.09520246737151081,heart
1.1813175330918393,0.2646892870547257,0.22406277706042307,0.06943309893033357,heart
1.4022994356027518,0.44987432901122626,0.32081188766781205,0.12840702300937132,heart
1.1898736007675672,0.5004278296408254,0.4205722602115115,0.13308298967403398,heart
1.3365403622528156,0.3456521198433678,0.2586170456242349,0.08490450898524217,heart
1.4888048009904546,0.5444212750630893,0.3656767325715924,0.14181094275425987,heart
1.1071628535988582,0.3681191931608132,0.33248874992891364,0.09623579302796856,heart
1.1338542714382656,0.5777220044382936,0.509520508050358,0.14538077368170194,heart
1.3764903587032558,0.5166294808895381,0.37532371921314217,0.13069341600233017,heart
1.3053197030309012,0.4573012208863837,0.35033656492317417,0.11917911784882,heart
1.167107324535652,0.472862941344175,0.40515806164810875,0.11785967264188298,heart
1.1326358099075526,0.4360725964808835,0.38500689512587133,0.1059460087502609,heart
1.400417369029596,0.6124062779310776,0.43730268666650274,0.1601490680903028,heart
0.540388402251601,0.32731496650611774,0.6057031667265913,0.08601141293857184,heart
0.5947870493928376,0.32193215769572453,0.5412561655879276,0.07154376686147335,heart
1.2460424973908586,0.4429470361778636,0.355483089144527,0.10899563513995936,heart
1.4329637868750467,0.5195343416564205,0.3625592959256852,0.1257192836496281,heart
1.1670296502998372,0.3646852841039008,0.3124901616768731,0.09056127571736974,heart
1.1075278958858317,0.5102291404392557,0.4606919088310279,0.12429561876069074,heart
0.5346405908788662,0.24332353333357062,0.455116086366702,0.06036893373538846,heart
0.9613261605863781,0.38219332735072375,0.3975688408579229,0.09686172253338186,heart
1.4836646086787502,0.6521440358717365,0.43954949929855863,0.1716826768209299,heart
1.4162108896234147,0.32438020120709893,0.2290479501208715,0.08304351703576353,heart
0.7131749281986212,0.34700113292190793,0.4865582330528411,0.09014869283436297,heart
1.1557783342331032,0.4687133581089939,0.40553914554904735,0.11953554623518772,oblong
1.2642542731316417,0.3789670767255239,0.29975542482193657,0.10319272119533554,oblong
1.197491658979822,0.4441087748282299,0.3708658607330753,0.10782901139818038,oblong
1.1240621671211797,0.36328520901359024,0.32318960609091135,0.09523822698812276,oblong
1.1674442854563163,0.36771799137328737,0.3149769080668019,0.09220070793974043,oblong
0.8553264114701645,0.35253438588781305,0.4121635683877279,0.0906486603538903,oblong
1.2247565547281416,0.4196277176476954,0.3426213283184591,0.10494046711577264,oblong
1.1490470460239686,0.4113786230533758,0.35801721476667425,0.10152725893863755,oblong
1.212951465833045,0.393787283789973,0.3246521356231869,0.10369396016639804,oblong
1.136398489350069,0.490422752861771,0.43155878633933636,0.12851417615794972,oblong
1.207204613714721,0.3065872820459198,0.25396463744659825,0.07523750582825844,oblong
1.1401110838492774,0.3115492265375722,0.2732621680035864,0.07530336540571309,oblong
1.234008615351662,0.5159922648051322,0.41814316236202864,0.13937660605063248,oblong
1.0945619073352426,0.3545596305259667,0.32392834809056814,0.09065844690828415,oblong
0.892722424663538,0.5294845672193811,0.5931122066514021,0.13101756883385524,oblong
0.5992811712912965,0.2594366957808685,0.4329131436281391,0.06777852135627074,oblong
0.8987890249480732,0.3594639525153593,0.3999425254843616,0.09613026636249652,oblong
1.181389283708076,0.5079143839134744,0.4299297368935516,0.12247179209752032,oblong
1.0718125194587027,0.346479197120131,0.3232647415754327,0.08924976407162503,oblong
0.44049536219486013,0.19391877479537642,0.4402288683112022,0.049409048193686196,oblong
1.2050880832428148,0.6159556226914941,0.511129129278249,0.16085418255329512,oblong
1.0578862763687948,0.45591744325671324,0.4309701840746572,0.11330506816475536,oblong
1.3252429543619804,0.43537192830759164,0.32852234895841825,0.11716043708271107,oblong
0.759601010059266,0.26447762323463203,0.34817966239144,0.07036588826749654,oblong
0.49317713799634727,0.23163021189092406,0.46966940282750824,0.05514080734213212,oblong
1.2654461487196103,0.20728426598762673,0.16380330857805273,0.053153888421316624,oblong
1.2667450247781684,0.4777927649261096,0.3771814813401619,0.11775141635279385,oblong
1.2177608336275192,0.43611513098031884,0.3581287219438648,0.10323267593824721,oblong
1.474997472420158,0.4694039948061244,0.3182405418200019,0.12305445460579417,oval
0.978236224866661,0.32920038408028435,0.3365244260149497,0.07944270959059875,oval
1.388317694934876,0.413326413152404,0.29771745664582383,0.10382291139629368,oval
0.9578173349107173,0.35386916042604244,0.3694537022124665,0.08904928773622639,oval
1.3764889643423608,0.5372372350103417,0.3902953448428228,0.13697697572300324,oval
1.4335724039361444,0.5287815109031476,0.3688558104573427,0.13137598285257188,oval
0.9756730066552215,0.510142912305304,0.5228625869789751,0.12442123014491749,oval
0.9402731388007002,0.3981888742802557,0.4234821328493311,0.10489041434234977,oval
1.2816281493388317,0.37620487166631883,0.2935366797775127,0.09500939850340935,oval
1.5192525871987026,0.3872584864867837,0.25490065954130525,0.09705760861657764,oval
1.2248516774388298,0.36712155876956554,0.2997273592646077,0.09570012872530043,oval
1.3805280003288671,0.47278534775198605,0.3424670471293301,0.11633951931639457,oval
1.2299055082683703,0.36747171144792806,0.2987804420563212,0.0944588192379779,oval
1.2282953123694267,0.3582128548040633,0.2916341462812046,0.09537358420743652,oval
1.0240913984892117,0.3681989055372085,0.3595371527193696,0.09478778630700227,oval
1.3568588843643885,0.33045480623007406,0.24354397501319633,0.08212756693499616,oval
0.9382203975539649,0.4385317872965596,0.46740807217563823,0.11033422395080264,oval
1.4129064667331803,0.7153538486280596,0.5062995077671694,0.1851934482602469,oval
1.304034082647338,0.5800477494551651,0.44481026774821864,0.14351861052241097,oval
0.6805657892058283,0.2714598701050064,0.39887381118845344,0.06963551268120552,oval
0.9106291045313527,0.5329300818388011,0.585232867241893,0.12988485723140683,oval
0.9107206879828114,0.3795179906893813,0.416722707298974,0.0885314341589695,oval
0.5099764613581202,0.2003255187093428,0.39281326470609085,0.04917883482857154,oval
0.6349614634565319,0.2600132560125703,0.4094945456959535,0.0646119373200443,oval
1.2868950432054005,0.4827142078967291,0.3750999045690499,0.1141983318105712,oval
0.7006547915354723,0.26720473094640207,0.3813643097492101,0.06817312078548239,oval
0.6017906691164964,0.29765018534184057,0.4946075115767882,0.06934769362194,oval
1.2453957638884088,0.27711135198759984,0.2225086675438779,0.06714628113744872,oval
1.0937500659034376,0.5170004569425636,0.47268610358027374,0.13298930977478352,round
1.2060982510899894,0.5548631638145963,0.4600480626790967,0.13181633225882164,round
0.9838456975615424,0.5881026950547877,0.5977590759530665,0.14271200571088694,round
1.458347868380657,0.5383188592585736,0.36912925299251165,0.13436851073315856,round
1.2696799422399594,0.4522173575705817,0.35616641842256985,0.11179369801875873,round
1.3550806141434897,0.5356933051523904,0.3953220934320486,0.13548377490019334,round
1.3212038714736265,0.4680946499051615,0.35429403441201274,0.11862794685315149,round
1.1291618192953687,0.4797701201342786,0.42489049127933654,0.12092117416105502,round
1.1104296061432224,0.5267519869764884,0.47436774385547886,0.1292439467418696,round
1.0674779821191676,0.5341234172648919,0.5003601256529384,0.14033002035532083,round
1.382262811421631,0.5336480798567008,0.3860684635708703,0.13858813180897492,round
1.2501320240346934,0.5596420584249833,0.44766636456426956,0.14303271144358615,round
1.5841958407290502,0.5927690806573905,0.37417664244377574,0.13684664700103055,round
1.5262031215347645,0.5527954826520979,0.3622030874214184,0.13173719218060348,round
1.5202386741137155,0.5990134711639996,0.3940259390606667,0.13969199395732873,round
1.5753577937214587,0.5873494577357913,0.3728355933341968,0.13986963850770998,round
1.5112514734423586,0.5767029712110882,0.38160622592973403,0.13975044181140434,round
